ndvi,pt_id,rainfall_mm,dist_to_water,elevation,slope,curvature_profile,twi,drainage_density,lulc_dw,label,year
-0.20696622133255005,0,2449.9215977191925,180.0,16,12.418161392211914,7.71076730666365e-05,7.915803223013234,0.6302535746439055,0,1,2018
0.2961479127407074,1,1403.953037261963,284.60498941515414,10,1.011190414428711,-2.8476557713495543e-09,7.401661274139333,0.6302535746439055,4,0,2018
0.5224093198776245,2,1441.1027829647064,2163.746750430835,9,1.369684100151062,4.553793745340251e-07,8.972397823507412,0.0,1,0,2018
0.6693446040153503,3,1492.4290645718575,1210.826164236634,5,2.7273342609405518,-1.8193775857140688e-07,7.804704368067373,0.0,3,0,2018
0.25580093264579773,4,2718.7098257541656,547.4486277268397,5,2.116224527359009,1.1378908490178194e-07,11.349615350729607,1.1459155902616465,4,1,2016
0.5169602036476135,5,1411.2171186208725,540.0,11,1.011777400970459,-6.347783092440657e-07,8.093461767709048,0.48701412586119974,1,0,2018
0.33694666624069214,6,2736.8436477333307,655.2098900352466,27,0.9274099469184875,-9.111158673156546e-08,12.986603979882497,0.42971834634811745,0,1,2018
0.22954167425632477,7,1339.9949664475298,540.0,13,0.0,-4.556919295937044e-08,8.876156211889796,0.716197243913529,4,0,2018
0.39505845308303833,8,2649.6419830322266,1026.157882589224,28,2.1213040351867676,7.054923263910483e-07,7.855190317352604,0.0,6,1,2018
0.13358601927757263,9,1933.7618038654327,324.49961479175903,9,2.112487316131592,6.547040857674221e-08,8.880030161557535,0.5729577951308232,6,0,2018
-0.1568971872329712,10,1089.1682397127151,630.0,18,1.3786977529525757,1.1387832073458811e-07,15.256208018691252,0.42971834634811745,0,1,2018
-0.09551418572664261,11,1460.586840838194,725.6031973468694,0,0.0,0.0,16.19917214135236,0.42971834634811745,0,1,2017
0.5587409138679504,12,2191.290770173073,2628.554735971842,26,2.957594633102417,-9.079101815164011e-08,8.88480259029149,0.0,1,0,2018
0.4885578751564026,13,1510.1547603607178,180.0,9,2.958334445953369,-5.025563660703901e-07,8.968236105994373,1.3178029288008932,1,0,2018
0.22300490736961365,14,1363.3618074650876,1207.4767078498865,11,3.1708250045776367,3.7583967124583742e-06,7.6583153955038545,0.0,4,0,2018
0.4310436546802521,15,1490.3525257110596,1659.5180023127198,5,1.3698835372924805,6.827345094106919e-08,7.308071718732114,0.0,1,0,2018
0.8783925771713257,16,2397.976958990097,1451.2063946937387,206,27.009748458862305,-0.00012144783712462139,5.638617647885992,0.0,1,0,2018
0.24213780462741852,17,1752.7229013442993,524.7856705360771,1,0.0,1.4241070894877712e-08,10.581220909270508,0.6875493541569879,3,0,2018
0.07267802208662033,18,1305.5614308281984,180.0,0,0.0,0.0,11.057962523657679,0.544309905374282,7,0,2018
0.6603299379348755,19,2191.290770173073,2176.809592040608,23,3.704791784286499,-5.797014311456002e-06,8.03098015266343,0.0,1,0,2018
