pt_id,ndvi,rainfall_mm,dist_to_water,elevation,slope,curvature_profile,twi,drainage_density,lulc_dw,label,year
1105,0.12515375018119812,2255.6512484550476,1592.2625411658719,5,2.299053907394409,2.8242154164332686e-07,8.152554235363818,0.0,4,1,2016
1106,0.06580371409654617,2255.6512484550476,939.6275858019495,3,1.046334147453308,1.0283780637473121e-07,8.242290589428952,0.08594366926962349,4,1,2017
1121,0.02162078581750393,2250.7809230089188,90.0,2,2.178597927093506,1.7623836926015073e-06,8.844848076484235,0.5729577951308232,4,1,2017
1126,0.02162078581750393,2250.7809230089188,90.0,2,2.178597927093506,1.7623836926015073e-06,8.844848076484235,0.5729577951308232,4,1,2017
1127,0.02176535502076149,2391.335027694702,0.0,4,2.1785759925842285,-1.1951542975240018e-06,8.946978193937632,1.0026761414789407,0,1,2000
1132,0.0031604371033608913,2391.335027694702,90.0,5,2.8323745727539062,9.235198826965697e-07,7.848693936354956,1.1745634800181877,0,1,2010
1139,0.22207437455654144,2425.281927585602,450.0,6,2.0938720703125,4.1083771405399497e-07,7.36271030794597,0.5156620156177409,4,1,2017
1143,0.39856037497520447,2222.4641301631927,180.0,0,3.6721813678741455,1.6128044463344748e-06,8.647126262633583,0.888084582452776,4,1,2017
1149,0.0746268630027771,2250.7809230089188,270.0,3,1.417234182357788,1.0282709800733149e-07,7.364044202217819,0.8021409131831525,4,1,2010
1150,0.018759630620479584,2333.0092730522156,1080.0,7,1.04660165309906,1.0606805592395006e-07,7.7742067312662035,0.0,3,1,2007
1163,0.28364458680152893,1517.1390964632337,324.49961479175903,9,2.3033652305603027,-5.360985002995478e-07,9.098113936551352,0.6875493541569879,0,1,2018
1165,0.661838948726654,1488.9065769229055,450.0,10,1.4187228679656982,0.0,7.845394686190565,0.544309905374282,4,1,2018
1177,0.7567928433418274,1635.8437781338016,849.0583018850942,11,1.0475327968597412,-4.530111403310287e-07,7.362290755208118,0.20053522829578813,4,1,2018
1179,0.7567928433418274,1635.8437781338016,849.0583018850942,11,1.0475327968597412,-4.530111403310287e-07,7.362290755208118,0.20053522829578813,4,1,2018
1190,0.05790059268474579,1683.3371090681703,956.7131231461185,8,1.4178301095962524,0.0,8.241360505118486,0.05729577951308232,7,1,2017
1199,0.26252302527427673,2353.923436164856,1183.7651794169315,4,0.0,1.0285922868619214e-07,8.537946566384058,0.0,4,1,2017
1207,0.5465829372406006,1219.085260080872,742.1590126111789,19,0.0,0.0,8.23942736830285,0.6875493541569879,1,1,2017
1220,0.26653096079826355,1703.4555325045076,2334.8019187931122,16,1.4198189973831177,1.2853387250916439e-07,8.941578140435567,0.0,6,1,2018
1250,0.07504606992006302,1124.7733846902847,524.7856705360771,20,1.4203946590423584,-1.2853387250916439e-07,7.842105234191854,0.6302535746439055,7,1,2017
1251,-0.2934761047363281,1109.4194777011871,853.8149682454624,20,1.051100730895996,1.6070917564234853e-08,11.74523687221212,0.05729577951308232,0,1,2017
1259,0.4814537763595581,1366.798826098442,994.0824915468535,5,2.86560320854187,9.7330799020264e-06,6.354167348718125,0.02864788975654116,4,1,2018
1270,0.12330664694309235,1314.436506986618,524.7856705360771,11,1.050721526145935,1.6070917564234853e-08,8.238171472889418,0.5729577951308232,4,1,2017
1283,0.1532459408044815,1629.407935776264,2124.0762698170706,12,1.4210337400436401,3.5989484302566025e-07,7.412306054858941,0.0,0,1,2017
1285,-0.27102935314178467,1670.754514591652,402.49223594996215,8,7.075757026672363,1.726781144032759e-05,7.632416911833675,0.5156620156177409,0,1,2017
1292,0.12880054116249084,2679.205284357071,90.0,3,0.9559096097946167,1.607091756423485e-08,7.841302468678862,0.6875493541569879,0,1,2017
1302,0.3685513734817505,2723.7955334186554,2197.1800108320663,5,1.4202696084976196,5.139749202651841e-07,10.996418265657557,0.0,4,1,2007
1309,0.41618460416793823,2677.316782951355,371.07950630558946,7,7.881893157958984,8.095159269008494e-06,8.453389403593256,0.544309905374282,0,1,2017
1316,-0.1568971872329712,1089.1682397127151,630.0,18,0.9559096097946167,1.1892478997533795e-07,8.930280769662653,0.40107045659157625,0,1,2018
1344,0.05232522264122963,1609.1284441556309,284.60498941515414,16,2.841029644012451,9.586436791855868e-07,6.814893130212951,0.48701412586119974,0,1,2018
1350,0.5767503976821899,1718.099634885788,270.0,16,3.052145004272461,4.364696552669597e-07,8.236584956817012,0.5729577951308232,1,1,2016
1356,0.5138044357299805,1878.5019699335098,547.4486277268397,11,1.0532928705215454,1.3820989105241977e-07,7.07445897008081,0.6302535746439055,4,1,2017
1369,-0.13516610860824585,3046.0153534412384,127.27922061357856,3,1.421779751777649,-1.7024533024001987e-07,8.139952726844765,1.1459155902616465,0,1,2017
